source_id,source_id_dr2,source_id_dr3,HD Number,GJ Number,HIP Number,RA,DEC,V_mag,Phot G Mean Mag,Phot BP Mean Mag,Phot RP Mean Mag,BP-RP,Parallax,Distance [pc],T_eff [K],Mass [M_Sun],Luminosity [L_Sun],Radius [R_Sun],HZ_limit [AU],Orbital Period [days],Yearly_Observable_nights,K_σ_RV_total [m/s],HZ Detection Limit [M_Earth],K_σ_photon [m/s],HZ Detection Limit (σ_photon) [M_Earth],σ_photon [m/s],σ_p-mode [m/s],σ_granulation [m/s],σ_supergranulation [m/s],"σ_RV,total [m/s]",Density [Solar unit],logg_gaia,log_rhk,activity_noise_floor [m/s],rhk_source,Gaia Spectral type,Object Type,Stellar Parameter Source,SIMBAD Spectral Type,Readable Spectral Type (experimental),HWO_match,LOPS2_match,TESS_confirmed_match,TESS_candidate_match,sum_score
Gaia DR3 3796442680948579328,3796442680947600768,3796442680948579328,HD 102870,GJ 449,57757,177.6771209175683,1.763518531662046,3.468564987182617,3.468564987182617,3.825246095657349,3.006280183792114,0.8189659118652344,90.89451645739487,11.00176379142444,6000.88330078125,1.268741011619568,3.552454233169556,1.683754444122314,1.855256091477343,819.3370103081833,213,0.1058435139756553,1.816179074731001,0.01642715542699158,0.2818751458943255,0.07960191489244385,1.049191794695352,0.4855029011664465,1.169289269475946,0.5128913784771009,0.2657888226999737,4.092400074005127,-4.84643333002,2.212690504665318,HD_number_match,F,PM*,GAIA,F9V,F9V,1,0,0,0,1.0
Gaia DR3 1815418118373631360,1815418118373631360,1815418118373631360,HD 195019,,100970,307.0792939801919,18.76924293514021,6.747172832489014,6.747172832489014,7.065704822540283,6.253189563751221,0.8125152587890625,26.64647931052189,37.52840997666548,5643.34814453125,1.016909599304199,2.053323030471802,1.438141822814941,1.430891590541837,619.8865113462189,157,0.1390684311362289,1.876199819308303,0.07310194421433272,0.9862328452649561,0.3045954079079917,0.8649590496750483,0.4748823444167466,1.143710631297991,0.5794593558943794,0.3418827575413938,4.024600028991699,-5.01993057216,1.140027296830288,HD_number_match,G,PM*,GAIA,G1V,G1V,0,0,1,0,1.0
Gaia DR3 6141742283401003264,6141742283401003264,6141742283401003264,HD 114613,GJ 501.2,64408,198.0111168468007,-37.80281712584803,4.662344932556152,4.662344932556152,5.023923397064209,4.152471542358398,0.8714518547058105,48.86914429672608,20.46280970111019,5709.0,1.22235381603241,4.160992622375488,2.137006044387817,2.03153461418992,956.4915465281131,277,0.1071562100744505,1.888573623587848,0.02173342485233228,0.3830405433135962,0.1199051416781916,1.117030035459516,0.5591517280596874,1.346665723435043,0.591189867127464,0.1252505613731633,,-5.45200964833,0.2186069594399393,HD_number_match,G,PM*,GAIA,G3V,G3V,1,0,0,0,1.0
Gaia DR3 43802039287826432,43802039287826432,43802039287826432,HD  24040,,17960,57.59622684276635,17.4752524415781,7.34850025177002,7.34850025177002,7.669332981109619,6.856820583343506,0.8125123977661133,21.47188045529033,46.5725394700405,5664.0908203125,0.9955829381942749,1.801234483718872,1.350635886192322,1.339057086512947,567.1568456475642,158,0.1487310243706676,1.920639397692666,0.09694939235985806,1.251956835075968,0.4053654416128222,0.8228280130068072,0.4534722644304957,1.092146414634407,0.6218751444233537,0.4040755672238281,4.09119987487793,-4.9780610996,1.33788435335293,HD_number_match,G,PM*,GAIA,G1,G1,0,0,1,0,1.0
Gaia DR3 3407611182744289152,3407611182744289152,3407611182744289152,HD  32923,GJ 188,23835,76.86503115411448,18.64513194788599,4.732456684112549,4.732456684112549,5.076661109924316,4.232596397399902,0.8440647125244141,62.82520159680892,15.91717932586456,5655.869140625,1.038585543632507,2.398637294769287,1.577813386917114,1.54575472860528,688.7046285544887,135,0.1382745414598503,1.959474656666525,0.03135432451583964,0.4443189875522019,0.1210914587396715,0.9228914937554245,0.5019939627552369,1.20900648086997,0.5340209425807839,0.2644084703688909,3.93120002746582,-4.97329654601,1.362472463419772,HD_number_match,G,**,GAIA,G1V,G1V,1,0,0,0,1.0
Gaia DR3 2511794495013074048,2511794495013074048,2511794495013074048,HD  12235,GJ 83.2,9353,30.03919219177793,3.095874140509905,5.736385345458984,5.736385345458984,6.034657955169678,5.27903938293457,0.7556185722351074,31.44921100156485,31.797300096026,5877.345703125,1.183898448944092,3.631854057312012,1.718733310699463,1.885144286596118,868.7662304631333,224,0.1188614041879104,1.985986883241765,0.04235709416801408,0.7077203403799955,0.2103758449366863,1.080796241459703,0.5315783406275238,1.280257745295118,0.5903513644539755,0.2331787497029602,4.065400123596191,-4.86348681905,2.073060040271367,HD_number_match,F,PM*,GAIA,G2IV,G2IV,0,0,1,0,1.0
Gaia DR3 4837303163043957248,,4837303163043957248,HD  27019,,19758,63.54138338038431,-46.13288592203669,6.779067516326904,6.779067516326904,6.922423839569092,6.184318065643311,0.7381057739257812,20.46884388784914,48.85473774088566,5984.115234375,1.163714289665222,3.393439531326294,1.692533850669861,1.814465693933423,827.4527836192948,249,0.1229812243125003,1.998675882294408,0.06758064655793618,1.098312438669391,0.3540447854518896,1.065863623633694,0.5180621563368049,1.247705253399752,0.6442800327310091,0.240012730227039,,-4.85845705556,2.113300655618259,HD_number_match,F,**,GAIA,F8/G0V,F8/G0V,0,1,0,0,1.0
Gaia DR3 1809360187275432832,1809360187271699584,1809360187275432832,HD 191785,GJ 783.2 A,99452,302.7733874124184,16.18976911079237,7.30891014072895,7.113066673278809,7.536360740661621,6.521872997283936,1.014487743377686,48.92621072992387,20.43894233951757,5079.1162109375,0.88,0.4700721502304077,0.8775376677513123,0.7001745969750239,228.0927345174283,177,0.0948399754873821,0.8326106075435965,0.06698612005319893,0.5880785378513996,0.2968004667537495,0.4347514605251592,0.2767665923968733,0.6665669882951722,0.4202146499784463,1.302223025342973,4.46589994430542,-5.08584835181,0.886118361930429,HD_number_match,K,PM*,,K0V,K0V,0,0,0,1,0.5
Gaia DR3 6697578465310949376,6697578465310949376,6697578465310949376,HD 191408,GJ 783 A,99461,302.8022690433109,-36.10821653736984,5.276641377577782,5.033037185668945,5.506255149841309,4.404858112335205,1.101397037506104,166.3272042796776,6.01224558742964,4998.33349609375,0.779918909072876,0.2924529910087585,0.7572970390319824,0.5539815992292028,170.5145908653808,246,0.0558971390762586,0.4109301158426386,0.02122534077519811,0.1560389652796421,0.1108836268352078,0.3639118197673996,0.2482985147551775,0.5980042307316887,0.2920130977463527,1.795769841189956,,-5.04146557595,1.049946436549631,HD_number_match,,PM*,GAIA,K2.5V,K2.5V,0,0,0,0,0.0
Gaia DR3 4911306239828325760,4911306239828325760,4911306239828325760,HD  10361,GJ 66 A,,24.95065662375784,-56.19640006625107,5.860563174533844,5.625487327575684,6.0899977684021,4.995799541473389,1.094198226928711,122.0034723530398,8.196488023769628,4902.26513671875,0.8265656232833862,0.3073523938655853,0.7482267022132874,0.5699766523530417,172.8582821211021,250,0.05730206902540239,0.4398894046522324,0.0274926594054351,0.2110522322117586,0.1447871361695901,0.3589072694529251,0.2425217623904724,0.5840914517632398,0.3017751883668267,1.973230093631272,4.528800010681152,-4.93908810138,1.552793669059586,HD_number_match,G,PM*,GAIA,K2V,K2V,0,0,0,0,0.0
Gaia DR3 4911306239828325632,4911306239828325632,4911306239828325632,HD  10360,GJ 66 B,,24.95131741550617,-56.19325138476668,5.72813984459877,5.508301734924316,5.956991672515869,4.886207103729248,1.070784568786621,122.108812649359,8.189417113337639,5044.240234375,0.8484249711036682,0.3307817876338959,0.7294735312461853,0.5881350756316979,178.8348534052551,250,0.05679904496885402,0.4487374239287455,0.02664625351057653,0.210517116339635,0.1403279855121143,0.3732018294766444,0.241639330853921,0.5819661962307646,0.2991225598123051,2.185671189083983,4.595799922943115,-4.85208019017,2.165443637442135,HD_number_match,G,PM*,GAIA,K2V,K2V,0,0,0,0,0.0
Gaia DR3 3487062064765702272,3487062064765702272,3487062064765702272,HD 103932,GJ 453,58345,179.4787669248143,-27.70980606489131,6.950469207315445,6.578698635101318,7.186298370361328,5.835186958312988,1.35111141204834,98.2979742730708,10.1731496238367,4537.787109375,0.73,0.2160445898771286,0.7341300249099731,0.4841312921562746,143.9880878734242,243,0.06765169241943984,0.4498085106885941,0.04524204233586258,0.3008092622049022,0.2349157320310457,0.3077392826000167,0.2392957204122632,0.5763218251370424,0.3512760703831929,1.845031990500323,4.530700206756592,-4.78722969064,2.774589341009817,HD_number_match,K,PM*,,K4+V,K4V,0,0,0,0,0.0
Gaia DR3 5412947081295024896,5412947081287925504,5412947081295024896,HD  85512,GJ 370,48331,147.782210929189,-43.50488163509864,7.625186750273705,7.196407794952393,7.863672256469727,6.405837535858154,1.457834720611572,88.67366322546205,11.27730561279955,4420.58984375,0.6977317929267883,0.1758099943399429,0.7826592326164246,0.438440281608119,126.9301164665404,271,0.0745903198082794,0.4614110010673385,0.05885255997973465,0.3640582140607843,0.3227229817715399,0.2808510490258279,0.2288238610437937,0.5511013109823498,0.4090223165841836,1.455359798781624,,-4.96613704302,1.40027233496857,HD_number_match,K,PM*,GAIA,K6Vk:,K6V,0,0,0,0,0.0
Gaia DR3 3478127463341507072,3478127463341507072,3478127463341507072,HD 100623,GJ 432 A,56452,173.6193151336163,-32.82768460705796,5.92700693927288,5.73832368850708,6.154197216033936,5.150168418884277,1.004028797149658,104.6132883058554,9.559015075372868,5225.1025390625,0.8612609505653381,0.3675371110439301,0.7732180953025818,0.615607511386387,190.0779545255065,275,0.05767825645821795,0.4697182699598303,0.03090093497427412,0.2516500082968303,0.1706735849756737,0.397408040586132,0.2465338657968036,0.5937542353424519,0.3185714222908106,1.863068099010584,4.587900161743164,-4.94612614616,1.511578121634981,HD_number_match,K,PM*,GAIA,K0V,K0V,0,0,0,0,0.0
Gaia DR3 4364527594192166400,4364527594192166400,4364527594192166400,HD 154363,GJ 653,83591,256.2600548518835,-5.071571994790812,7.695864108662605,7.264702320098877,7.934502124786377,6.470540046691895,1.463962078094482,95.56697122169996,10.46386619996736,4311.11572265625,0.6710611581802368,0.1431596726179123,0.7222006916999817,0.397031987223177,111.5322485686415,226,0.08151342439472702,0.4705750894414734,0.06584015693045721,0.3800936835429377,0.3297132046178372,0.2558294758364735,0.217401010591314,0.523590421904606,0.4082015236529085,1.781510563819158,4.638700008392334,-4.75838755708,3.097966058172349,HD_number_match,K,PM*,GAIA,K4/5V,K4/5V,0,0,0,0,0.0
Gaia DR3 19316224572460416,19316224572460416,19316224572460416,HD  16160,GJ 105 A,12114,39.02838450657828,6.893339107578528,5.787130809626579,5.498319625854492,6.0191650390625,4.820521831512451,1.198643207550049,138.3400038096467,7.228567098899183,4762.0673828125,0.78,0.2870424091815948,0.7931292653083801,0.5536663614602909,170.3602108549375,205,0.06433300330420906,0.4728367158649531,0.02920245791511909,0.2146331367506048,0.1392648976815123,0.3508950302323985,0.2519931962419644,0.6069025326908571,0.3068005148315452,1.5633732534676,,-4.95309894397,1.471823568333007,HD_number_match,,PM*,,K3V,K3V,0,0,0,0,0.0
Gaia DR3 5835113573101867520,5835113573101867520,5835113573101867520,HD 145417,GJ 615,79537,243.4452503826733,-57.57678559702253,7.486204287257195,7.268626689910889,7.715081691741943,6.643269538879395,1.071812152862549,73.54824313531948,13.59651784149522,5055.3701171875,0.7623346447944641,0.2009914517402649,0.6895931959152222,0.4582575759160437,129.7582304922807,265,0.07274511623611195,0.4808808612272242,0.05854725030147157,0.3870260108744075,0.3174732895652056,0.310247854813086,0.2093991000076511,0.5043185531715801,0.3944614176133432,2.324699133865791,,-5.09630618239,0.8513962583321049,HD_number_match,K,PM*,GAIA,K3VFe-1.7,K3V,0,0,0,0,0.0
Gaia DR3 5914096303621755520,5914096303621755520,5914096303621755520,HD 154577,GJ 656,83990,257.5437749987619,-60.7261529768452,7.356441058626175,7.116920948028564,7.58627986907959,6.475841522216797,1.110438346862793,72.85383430610172,13.72611351927495,4866.03564453125,0.7,0.2271542996168137,0.6860695481300354,0.4906636981333241,150.0272450742427,247,0.07523976030826622,0.4931674250391153,0.05502023823603333,0.3606363059203172,0.2880268153713744,0.3341245050805771,0.247105806492755,0.5951317021236924,0.3938744950163238,2.167672213052793,4.618000030517578,-5.12409896453,0.7655890599707027,HD_number_match,K,PM*,GAIA,K2.5Vk:,K2.5V,0,0,0,0,0.0
Gaia DR2 4377160604838377600,4377160604838377600,,HD 160346,GJ 688,86400,264.8197082287717,3.554823749415744,6.513840073809623,6.200440406799316,6.745635509490967,5.556586265563965,1.189049243927002,99.13913477749777,10.0868340463566,4897.033203125,0.78,0.2835228443145752,0.7397425174713135,0.5475420883370966,167.5414321545236,209,0.06903380227646377,0.5045728113319655,0.0406163097556656,0.2968674029756183,0.1955785817349914,0.3544682448960686,0.2469682101228875,0.5948003138695369,0.3324165396173458,1.926871973131346,,-4.85152916991,2.170009214271772,HD_number_match,G,SB*,GAIA,K3-V,K3V,0,0,0,0,0.0
Gaia DR2 5334356223546961536,5334356223546961536,,HD  99279A,GJ 428 A,55691,171.1635170139285,-61.64723394371202,7.526553168392182,7.06222677230835,7.765401363372803,6.292994976043701,1.472406387329102,82.52529293578145,12.11749712634365,4362.775390625,0.7,0.2228584289550781,0.8263070583343506,0.4945572917251043,151.81656363828,259,0.07743106204162782,0.5095402973429293,0.05734672952978539,0.3773740001208059,0.3074107745929515,0.31116163950399,0.2584896852079779,0.6225487313417366,0.4150741106763298,1.240719627085664,,,,Not found,M,PM*,,K5-V,K5V,0,0,0,0,0.0
Gaia DR3 3195919528989223040,3195919528988725120,3195919528989223040,HD  26965,GJ 166 A,19849,63.80795300602079,-7.668077815019982,4.382878216314316,4.179893970489502,4.610994815826416,3.569749355316162,1.041245460510254,199.6080124181338,5.009818934047725,5196.0,0.8019176721572876,0.4241377413272858,0.8341754078865051,0.6620690902245799,219.7016606151792,228,0.06290686873821459,0.5126495872342752,0.0164041166106645,0.1336827563997227,0.08249382880837568,0.4375653682940075,0.2852313496208739,0.6869535807685913,0.3163491569663392,1.381521465438861,,-4.92455253368,1.641507207988874,HD_number_match,G,PM*,GAIA,K0V,K0V,0,0,0,0,0.0
Gaia DR3 5107106033552702208,5107106033552702208,5107106033552702208,HD  23356,,17420,55.98205373947359,-19.11019954508799,7.068928769321442,6.820210456848145,7.299110412597656,6.174898147583008,1.124212265014648,71.75052791922663,13.93717968355234,4816.1728515625,0.826565682888031,0.2948673069477081,0.7384988069534302,0.5600591153607193,168.3663832351058,256,0.06819663663590957,0.5189488716363014,0.04726099116522206,0.3596370619939164,0.2518661514655499,0.3484428482111512,0.2396586239212546,0.5771958449995382,0.3634376679137589,2.052239187829856,4.511199951171875,-4.86467285719,2.063683334850034,HD_number_match,K,PM*,GAIA,K2V,K2V,0,0,0,0,0.0
Gaia DR3 5951165616611763456,5951165616611763456,5951165616611763456,HD 156274,GJ 666,84720,259.7726543146931,-46.63575837613547,5.301429271697998,5.301429271697998,5.708796977996826,4.734676837921143,0.9741201400756836,113.7513444394578,8.791104886960111,5182.53125,0.8441951870918274,0.4583178460597992,0.8335191607475281,0.6885926901743492,227.1252608030237,250,0.0621537754908091,0.53000034225107,0.02373675986191656,0.2024091175701395,0.1249929454374341,0.4427715115816758,0.2820185661670453,0.6792158860839949,0.3272891293439559,1.457793832798318,4.487899780273438,-4.94104109863,1.541245339185158,HD_number_match,F,PM*,GAIA,G9V,G9V,0,0,0,0,0.0
Gaia DR3 5835498883232034816,5835498883232034816,5835498883232034816,HD 144628,GJ 613,79190,242.4272238506283,-56.44366680941792,7.078011894307137,6.866890907287598,7.306442260742188,6.252590656280518,1.05385160446167,67.44689289916005,14.82647987202467,4986.0927734375,0.8174492120742798,0.3205817639827728,0.7619096040725708,0.5802812928849278,178.554470429519,258,0.06934406104223562,0.5341521023872704,0.04750102218311998,0.365896811973617,0.2541272166679481,0.3714915808545284,0.2483342395366204,0.5980902705957044,0.3709859791475788,1.848206254246038,4.548299789428711,-4.98046635445,1.325640767852202,HD_number_match,K,PM*,GAIA,K2V,K2V,0,0,0,0,0.0
Gaia DR3 3210731015768096000,3210731015767419520,3210731015768096000,HD  36003,GJ 204,25623,82.10736002059835,-3.503099306330114,7.625078404002189,7.242387771606445,7.861436367034912,6.489079475402832,1.37235689163208,77.34986706396188,12.92827044128057,4544.2431640625,0.7,0.2016802728176117,0.761690616607666,0.4676574357001959,139.6001897918576,222,0.08351321985670147,0.5344094948147292,0.06460770519541101,0.4134312047106151,0.3206498172173816,0.3038732436473201,0.2409411847364506,0.5802847752511512,0.414478406272018,1.584025700206748,,-4.95194631482,1.478322263437086,HD_number_match,K,PM*,,K5V,K5V,0,0,0,0,0.0
Gaia DR3 5994771148252505216,5994771148252505216,5994771148252505216,HD 142709,GJ 604,78170,239.4182138238268,-42.62508240537215,8.036714071187973,7.658037185668945,8.272919654846191,6.906684875488281,1.36623477935791,67.84333793843794,14.73984079184628,4413.7607421875,0.73,0.1777216494083405,0.7103656530380249,0.4409158910561174,125.1455640295372,247,0.08781319712273684,0.5571922799456667,0.0745076818871986,0.4727661274667954,0.3900594092467271,0.2763537492432765,0.2200650457435676,0.5300065065655892,0.4597158699101352,2.036465214362303,4.555399894714355,-5.12560703782,0.7611886732630044,HD_number_match,K,PM*,,K4V,K4V,0,0,0,0,0.0
Gaia DR3 6229442835525861120,6229442835525861120,6229442835525861120,HD 130992,GJ 565,72688,222.9139983862148,-24.30605070904718,7.790173266768456,7.489461421966553,8.022768020629883,6.801604747772217,1.221163272857666,59.63878921662309,16.76761069658454,4655.4111328125,0.7715746164321899,0.2413516938686371,0.7229541540145874,0.509625583717392,151.2624497996666,267,0.07971559614003443,0.5590670159841258,0.06401628711660329,0.4489635196328719,0.3484232316056474,0.3208509729852903,0.2362524800944463,0.5689924595668046,0.4338702987552333,2.041952612382259,4.544700145721436,-4.85660438231,2.128319016007738,HD_number_match,K,PM*,GAIA,K3.5V,K3.5V,0,0,0,0,0.0
Gaia DR3 6614285855300051840,6614285855300051840,6614285855300051840,HD 213042,GJ 862,110996,337.3146183010141,-30.02201682027422,7.632300328040123,7.298902034759521,7.86634635925293,6.586875438690186,1.279470920562744,63.65194057756435,15.71044010482964,4598.2255859375,0.7419512271881104,0.2527969479560852,0.7484602332115173,0.5226100534675587,160.1851395995586,249,0.0805763537953969,0.5611644688980804,0.06143069485468459,0.4278267956838033,0.322878307599236,0.3313996039439411,0.2530017770294833,0.6093316071400771,0.4235074470102802,1.769575780807524,4.535500049591064,-4.85182670194,2.167542765202993,HD_number_match,K,PM*,GAIA,K4V,K4V,0,0,0,0,0.0
Gaia DR3 6288325222245417856,6288325222245417856,6288325222245417856,HD 120467,GJ 529,67487,207.4282987217777,-22.11328889048028,8.153160107531548,7.691279411315918,8.393013954162598,6.880203723907471,1.512810230255127,71.07799890467766,14.06905111863229,4214.97216796875,0.69,0.1715824604034424,0.7587737441062927,0.4359566947946161,126.5562927398162,240,0.09151895449451623,0.561388182819301,0.07690646815337948,0.4717534486942062,0.3968703544213467,0.2715781558736826,0.2340982417797412,0.5638041738959533,0.4722770500144687,1.579473002624169,4.523900032043457,-4.76383285662,3.034152869374528,HD_number_match,K,PM*,,K6Va,K6V,0,0,0,0,0.0
Gaia DR3 5059349158319689344,5059348952156075392,5059349158319689344,HD  20010B,GJ 127 B,,48.01924243839922,-28.98412117811651,6.875758521828652,6.634121894836426,7.10563850402832,5.993546009063721,1.1120924949646,71.00889596182354,14.08274254168984,4974.25,0.95,0.3616758584976196,0.809761643409729,0.6166287628333621,181.43335360655,244,0.06562245564970826,0.5617358809487815,0.04449125845994272,0.3808503662058091,0.2314757483685812,0.3669534464347609,0.2272377621250653,0.5472813370099171,0.3414155399757105,1.789171621874999,,,,Not found,K,PM*,,G7V,G7V,0,0,0,0,0.0
Gaia DR3 6093381604489726848,6093381604489726848,6093381604489726848,HD 120780,GJ 531,67742,208.1452281889314,-50.92187832107624,7.362940829076767,7.140708446502686,7.59218692779541,6.505561828613281,1.086625099182129,60.82769614442495,16.43987958422215,4876.35791015625,0.8215551972389221,0.2990292310714722,0.7064689993858337,0.5627482446045214,170.0967879192936,250,0.07427249808369689,0.5648192304790438,0.05487302177474863,0.4172922512710866,0.2889844201595803,0.3542052835828237,0.2413128452705283,0.5811798856064976,0.3911502246154368,2.330008039316931,4.508600234985352,-4.93287536067,1.590109020499202,HIP_number_match,K,SB*,GAIA,K0V,K0V,0,0,0,0,0.0
Gaia DR3 2322574488107786624,2322574488107786624,2322574488107786624,HD   2025,GJ 18,1936,6.111376981422521,-27.02639926481456,7.894557420854569,7.629270553588867,8.12558364868164,6.967438697814941,1.158144950866699,55.82427515848546,17.91335395150217,4759.7451171875,0.7783466577529907,0.2374963462352753,0.6903041005134583,0.5036629441769643,147.9676342008192,271,0.08133188971519624,0.5695388982813724,0.06702453823574503,0.4693494986809779,0.3675209455095496,0.3212145934648062,0.2297585626347775,0.5533524541534282,0.4459735761710327,2.366201391177553,4.557000160217285,-4.76224393723,3.052636299506089,HD_number_match,K,PM*,GAIA,K3V,K3V,0,0,0,0,0.0
Gaia DR3 2636589099125426816,2636589099125426816,2636589099125426816,HD 217580,GJ 886,113718,345.4665289514351,-3.849672612330977,7.458952238817215,7.207798957824707,7.689214706420898,6.561755180358887,1.127459526062012,61.83407850261514,16.17231184188679,4905.689453125,0.8164547681808472,0.2763491272926331,0.7166275382041931,0.5403962412186721,160.5630751529754,225,0.07923844095325272,0.5886594794494802,0.06050680729613064,0.4495028581784352,0.3023075223079823,0.343444494447305,0.2327314340217394,0.5605123425989038,0.3958955665746562,2.218460245882271,4.578299999237061,,,Not found,K,SB*,GAIA,K3V,K3V,0,0,0,0,0.0
Gaia DR3 5856411869205581568,5856411869205581568,5856411869205581568,HD 109200,GJ 472,61291,188.3740627007537,-68.75719762527582,7.109029698600769,6.904045104980469,7.337036609649658,6.300198078155518,1.036838531494141,61.77374693161543,16.18810659335618,5004.880859375,0.8123499751091003,0.363747239112854,0.7907659411430359,0.6176735463345046,196.7026359262706,231,0.07626796513870163,0.6042257666343667,0.05109374239651537,0.4047853592738309,0.2586402729853719,0.396175440876507,0.2656855667777654,0.6398793530203241,0.3860740356505564,1.642855267155659,4.506199836730957,-5.20544636265,0.5609950613309779,HD_number_match,G,PM*,GAIA,K1V,K1V,0,0,0,0,0.0
Gaia DR3 4986970575602213504,4986970575602213504,4986970575602213504,HD   4378A,GJ 32 A,,11.45302795968327,-41.90951981324176,8.35088099117279,7.917257308959961,8.589539527893066,7.124752998352051,1.464786529541016,63.59380175904286,15.72480292637643,4351.0,0.7,0.1878648996353149,0.8608552813529968,0.4542433618834553,133.637125937073,249,0.09860777469765135,0.621885553483591,0.0853672399008941,0.5383820231002383,0.4487099594509547,0.286715250652664,0.237650314556173,0.5723590158379901,0.5183052730473554,1.09725506785526,,,,Not found,K,PM*,,K5Ve,K5V,0,0,0,0,0.0
Gaia DR3 3934198156329809152,3934198156329809152,3934198156329809152,HD 110315,GJ 481,61901,190.2775155828128,15.3750202761841,7.88823264585495,7.507833003997803,8.124560356140137,6.753418922424316,1.37114143371582,70.8793049316243,14.10849049612828,4582.77001953125,0.715,0.1913728415966034,0.7564883232116699,0.4549499100593299,132.5365364709918,179,0.0990677343740324,0.6319359158670124,0.08143120255313077,0.5194355345937272,0.3629050412874107,0.295073835868335,0.2288117022389708,0.5510720276145783,0.441503736971108,1.651579011826334,,-4.97541693707,1.351474589441396,HD_number_match,K,PM*,,K4.5V,K4V and K5V,0,0,0,0,0.0
Gaia DR3 3712538708114516736,3712538708114516736,3712538708114516736,HD 116442,GJ 3781,65352,200.91319573299,2.724212587821727,6.850490093231201,6.850490093231201,7.254119396209717,6.270464420318604,0.9836549758911133,60.281691403362,16.58878469929974,5149.0927734375,0.8618876338005066,0.3950372934341431,0.7898451685905457,0.6401256345976892,201.472496101675,215,0.07675971227976398,0.6376718831041467,0.05125975870744369,0.4258341503848625,0.2503305915449355,0.4075635190328043,0.2572830605302766,0.6196426863221676,0.3748613857408192,1.74914072581868,4.512700080871582,-4.97226952849,1.367831442554249,HD_number_match,K,PM*,GAIA,G9V,G9V,0,0,0,0,0.0
Gaia DR3 3712538811193759744,3712538811193759744,3712538811193759744,HD 116443,GJ 3782,65355,200.9202134382213,2.726169094369706,7.324823497924805,7.112965106964111,7.553261756896973,6.499093055725098,1.054168701171875,60.31608759578896,16.5793246853401,5132.96875,0.825271725654602,0.3190080225467682,0.7587931752204895,0.5755982879905568,175.559372552885,215,0.0832022357998252,0.6413560885641982,0.06318425939447471,0.4870495254666117,0.3085809131203425,0.3752061209697718,0.2418397465069625,0.5824488789747265,0.4063452217817605,1.88897720829979,4.622200012207031,-4.90793085246,1.749181135421032,HD_number_match,K,PM*,GAIA,K2V,K2V,0,0,0,0,0.0
Gaia DR3 5080543413172761088,5080543413172761088,5080543413172761088,HD  23588A,GJ 154.1 A,,56.35212350033606,-27.86197223296857,8.183990560603142,7.948594093322754,8.416717529296875,7.190242290496826,1.226475238800049,48.49309218354983,20.6214938040026,4609.626953125,0.7467615008354187,0.2513782382011414,0.7861101627349854,0.520935775927469,158.9017130304186,261,0.09241339764361224,0.6446499971458127,0.07741282859260629,0.5400102258303062,0.4165700153397465,0.3300299253118145,0.2503555259375463,0.6029583537594959,0.4972903222099092,1.537204642566443,4.455900192260742,,,Not found,K,SB*,GAIA,K5V,K5V,0,0,0,0,0.0
Gaia DR3 2436812303124645504,2436812303124645504,2436812303124645504,HD 220339,GJ 894.5,115445,350.7724431425794,-10.76308682814852,7.774552190699577,7.543477058410645,8.003902435302734,6.913093090057373,1.090809345245361,52.1642879193471,19.17020321539005,4884.119140625,0.8156232833862305,0.285137265920639,0.7141757607460022,0.5493626994401921,164.6596575720605,230,0.08618246703917186,0.6452073543279325,0.06916486309326524,0.5178046052983835,0.349381191633216,0.3478202701051409,0.2371659861555969,0.5711925552456119,0.435344359627138,2.239104159644921,4.535500049591064,-4.88360344337,1.91963333954365,HD_number_match,K,PM*,GAIA,K2V,K2V,0,0,0,0,0.0
Gaia DR3 3083867749248355456,3083867749248355456,3083867749248355456,HD  65277,GJ 293.1,38931,119.4900692438513,-0.814376708826008,8.054514473519326,7.737601757049561,8.287890434265137,7.035340785980225,1.252549648284912,56.64121974787593,17.65498702978585,4729.8701171875,0.764337420463562,0.2238874286413193,0.7442147135734558,0.4895455962125027,143.0837862586893,216,0.09559219594675107,0.6539846711533613,0.08070070424890205,0.552105985298862,0.3950678361605084,0.3138639182324528,0.2278837078077036,0.5488370380233584,0.4679686795549629,1.854344268177274,,-5.06717780144,0.9516666485827933,HD_number_match,K,PM*,GAIA,K4V,K4V,0,0,0,0,0.0
Gaia DR3 3234412606443085824,3234412606443085824,3234412606443085824,HD  35112,,25119,80.65647842134706,2.602426364625909,7.742217916455269,7.574897766113281,7.974358558654785,6.771440029144287,1.202918529510498,50.51711071904607,19.79527304246594,4837.0,0.8038560152053833,0.287645012140274,0.6787785291671753,0.5527352078124795,167.3901209551403,216,0.08865049651426328,0.6608986505624146,0.07020792155783717,0.5234073405206585,0.3436851796882733,0.3496089564629892,0.2428679834873297,0.5849252935640794,0.4339661557828605,2.570360133044143,,,,Not found,K,**,GAIA,K3V,K3V,0,0,0,0,0.0
Gaia DR2 5630532113072532736,5630532113072532736,,HD  82342,GJ 1126,46626,142.6166899241985,-32.10205002423861,8.32715599093914,7.993447303771973,8.560214042663574,7.320436954498291,1.239777088165283,50.93645103359646,19.6323061326048,4576.8837890625,0.7242029905319214,0.2225594520568848,0.7643725872039795,0.4907206976958729,147.5246761752715,244,0.0994179670554203,0.6628545146821287,0.08533966093932378,0.5689895017018334,0.4440274271127748,0.3147233862962565,0.2437731772648042,0.587105369868988,0.5172777069244199,1.621604733347597,4.513800144195557,-4.90498296898,1.769001786471156,HD_number_match,K,PM*,GAIA,K3.5V,K3.5V,0,0,0,0,0.0
