source_id,source_id_dr2,source_id_dr3,HD Number,GJ Number,HIP Number,RA,DEC,V_mag,Phot G Mean Mag,Phot BP Mean Mag,Phot RP Mean Mag,BP-RP,Parallax,Distance [pc],T_eff [K],Mass [M_Sun],Luminosity [L_Sun],Radius [R_Sun],HZ_limit [AU],Orbital Period [days],Yearly_Observable_nights,K_σ_RV_total [m/s],HZ Detection Limit [M_Earth],K_σ_photon [m/s],HZ Detection Limit (σ_photon) [M_Earth],σ_photon [m/s],σ_p-mode [m/s],σ_granulation [m/s],σ_supergranulation [m/s],"σ_RV,total [m/s]",Density [Solar unit],logg_gaia,log_rhk,activity_noise_floor [m/s],rhk_source,Gaia Spectral type,Object Type,Stellar Parameter Source,SIMBAD Spectral Type,Readable Spectral Type (experimental),HWO_match,LOPS2_match,TESS_confirmed_match,TESS_candidate_match,sum_score
Gaia DR3 3209949503518273024,3209949503518273024,3209949503518273024,HD  34991,,,80.3246367948656,-5.81146233046337,7.095638751983643,7.095638751983643,7.3761887550354,6.642152309417725,0.7340364456176758,28.49025790885099,35.09971735599251,5901.78271484375,1.077339172363281,1.30938708782196,1.066977024078369,1.130808686756683,423.1075170806637,235,0.1064679600437676,1.314303674018183,0.07782973649915575,0.9607764494281341,0.3971257293165312,0.6997863985480677,0.3500242392926675,0.8430013210592173,0.5432520805422895,0.8869257185184577,4.267099857330322,,,Not found,F,*,GAIA,G0V,G0V,0,0,0,0,0.0
Gaia DR3 4506650604692623488,4506650604692623488,4506650604692623488,HD 177082,,93509,285.6593474781437,14.56700168697608,6.730132102966309,6.730132102966309,7.044925212860107,6.237375259399414,0.8075499534606934,34.69163501987953,28.82539261775828,5698.02587890625,0.9506909251213074,1.245603561401367,1.144718766212463,1.112008859869222,439.2238959233539,183,0.1144895294968023,1.316574877907084,0.0686996060679962,0.7900126401843851,0.309315886496965,0.7087864689732362,0.3937281954242501,0.9482582964872328,0.5154822907699501,0.6337864362970207,4.284800052642822,,,Not found,G,PM*,GAIA,G0V,G0V,0,0,0,0,0.0
Gaia DR3 1192813951126183808,1192813951126183808,1192813951126183808,HD 142093,,77718,238.0020404246372,15.23535265652114,7.17624568939209,7.17624568939209,7.473686218261719,6.703727722167969,0.76995849609375,31.61097578146119,31.63458182731795,5791.66650390625,1.022144556045532,0.9960752725601196,0.9875822067260742,0.9906559400220495,356.1815132683246,181,0.1171243466720639,1.318167988536492,0.0881298843286918,0.9918517853573984,0.3947378474620587,0.6233851804321788,0.3248180382517775,0.7822944945283048,0.5246053917227094,1.061188536801096,4.356900215148926,,,Not found,G,PM*,GAIA,G2V,G2V,0,0,0,0,0.0
Gaia DR3 2317008279211780480,2317008279211780480,2317008279211780480,HD   2098,,1976,6.254996746582235,-30.6990236937785,7.433152675628662,7.433152675628662,7.729727745056152,6.967147350311279,0.762580394744873,23.99233461624918,41.67997887636722,5827.4345703125,1.064613819122314,1.321719288825989,1.053190350532532,1.13951706956575,430.5548303510804,273,0.10700660679883,1.318174953036176,0.08195198935234471,1.0095363543191,0.4506894882170445,0.7015567305948577,0.3581351636809135,0.8625357395558337,0.5884756823493437,0.9113212244925061,4.33489990234375,-4.87828594945,1.959049113447534,HD_number_match,F,SB*,GAIA,G2V,G2V,0,0,0,0,0.0
Gaia DR3 5465421617320589184,5465421617320589184,5465421617320589184,HD  87320,,49285,150.9045564586271,-29.04321250251784,7.94097900390625,7.94097900390625,8.276250839233398,7.430844306945801,0.8454065322875977,22.04104360086905,45.36990253767163,5661.96435546875,0.9170239567756653,1.064785242080688,1.090388774871826,1.029632650797376,398.4523395109676,270,0.1213886958189272,1.319215467373825,0.09727033270098674,1.057104424345678,0.5320454751900027,0.6667680640551875,0.3785950376891243,0.911811472152185,0.6639671578816412,0.7073535959273844,4.314799785614014,-4.88222167813,1.929798721321524,HD_number_match,G,PM*,GAIA,G8V,G8V,0,0,0,0,0.0
Gaia DR3 2733790256348020608,2733790256348020608,2733790256348020608,HD 211476,GJ 9777,110035,334.3169635944217,12.89892849538222,6.899189949035645,6.899189949035645,7.198344707489014,6.426459312438965,0.7718853950500488,32.68069399428501,30.59910539766609,5789.64501953125,1.02875804901123,1.193603992462158,1.053937673568726,1.084531784480874,406.6774262610034,188,0.1117119580893801,1.319724942595816,0.07606624302059321,0.898619269778738,0.347172220043293,0.6766072517846539,0.3533450971540286,0.8509993030556485,0.5098620223004008,0.8787563160403892,4.291399955749512,-4.86109944444,2.092063787958137,HD_number_match,G,PM*,GAIA,G2,G2,0,0,0,0,0.0
Gaia DR3 5853300216982678400,5853300216982678400,5853300216982678400,HD 125881,,70459,216.1890045235658,-63.70719926530917,7.120772838592529,7.120772838592529,7.406957626342773,6.664271354675293,0.7426862716674805,27.61167577091571,36.21656317771676,5880.28271484375,1.091731071472168,1.346338272094727,1.06792151927948,1.147641759752646,429.7292757606538,240,0.1056593671007659,1.322741584258228,0.07727208402907221,0.9673633455524362,0.3984429845434328,0.7033137006077935,0.3508895821570657,0.8450854200899901,0.5448181461853714,0.8963913501859724,4.265900135040283,-5.11598871446,0.7896938103256294,HD_number_match,F,PM*,GAIA,G2V,G2V,0,0,0,0,0.0
Gaia DR3 3243557725687536512,3243557725687536512,3243557725687536512,HD  23925,,17806,57.16243350850058,-6.815670604376423,7.865360736846924,7.865360736846924,8.169360160827637,7.38595724105835,0.7834029197692871,24.82271808935119,40.2856768706967,5726.298828125,1.005198955535889,0.861430287361145,0.9433684945106506,0.923702965922456,323.3819351753068,232,0.1227469242516554,1.322844503940794,0.1040948685559664,1.121831162753901,0.5279123408945132,0.582867603981468,0.3089080234630866,0.7439766811333198,0.6225053839657185,1.197313624165422,4.425700187683105,,,Not found,G,*,GAIA,G3V,G3V,0,0,0,0,0.0
Gaia DR3 2619938606134863872,,2619938606134863872,HD 210752,,109646,333.1824150353513,-6.468837969058919,7.302742481231689,7.302742481231689,7.578133583068848,6.852595806121826,0.7255377769470215,28.35092318462423,35.27222000807146,5909.72900390625,1.022409319877625,1.134602069854736,1.069434881210327,1.052298065334533,389.8872388899608,225,0.1140337010764253,1.322881677093104,0.08775591790436439,1.018038481223778,0.4381943574694248,0.6703174312391452,0.343100503673421,0.8263261379762273,0.5694080304361958,0.8359143181739755,4.334400177001953,-5.13317722007,0.7394789479517752,HD_number_match,F,PM*,GAIA,G1V,G1V,0,0,0,0,0.0
Gaia DR3 5617564477239812864,5617564477239812864,5617564477239812864,HD  55693,,34879,108.2606832464758,-24.22511757634047,7.026097297668457,7.026097297668457,7.33687686920166,6.545300960540771,0.7915759086608887,27.4565986270636,36.42111732712272,5745.052734375,1.024321436882019,1.465854048728943,1.16568648815155,1.204034013316317,476.7418368673631,240,0.1066036104539635,1.324083634229535,0.07011341648622997,0.8708525622537656,0.3614632668690088,0.7433709722599402,0.3947937300305844,0.9508245389925787,0.549585104047649,0.6466823000831585,4.219500064849854,-5.32865892125,0.3502887509209084,HD_number_match,G,PM*,GAIA,G1.5V,G1.5V,0,0,0,0,0.0
Gaia DR3 6357835694518769408,6357835694518769408,6357835694518769408,HD 212168A,,110712,336.4641324576455,-75.01563081404817,5.977104663848877,5.977104663848877,6.276284694671631,5.508354663848877,0.7679300308227539,42.72192096886215,23.40718716110283,5921.5927734375,1.053493738174438,1.619874477386475,1.199846386909485,1.256757880764931,501.3080855510385,197,0.1029669172583,1.325090357845869,0.05118635574284387,0.6587217356227447,0.2390554923784118,0.7827147305017631,0.3974638240782545,0.9572552159482287,0.4808861022951683,0.6098949177368296,4.190400123596191,-4.81879308025,2.45925456818533,HD_number_match,G,PM*,GAIA,G0V,G0V,0,0,0,0,0.0
Gaia DR3 5998592943273814656,5998592943273814656,5998592943273814656,HD 143846,,78716,241.0378404874936,-37.30748115315198,7.709047317504883,7.709047317504883,8.007461547851562,7.235593795776367,0.7718677520751953,23.84077542221113,41.94494441939818,5778.01708984375,0.9394850134849548,1.084720253944397,1.082932710647583,1.034366919915189,396.3786633461559,251,0.1203126499165721,1.326476399648063,0.09513826480827492,1.048922644951748,0.5017433699322816,0.673061140088417,0.3692221608927673,0.8892377568648631,0.634508885949045,0.7397507950041364,4.36870002746582,-4.86003871357,2.100563116381448,HD_number_match,G,PM*,GAIA,G0V,G0V,0,0,0,0,0.0
Gaia DR3 6172313448297170304,6172313448297170304,6172313448297170304,HD 122510B,,,210.7567617052519,-31.68423958621385,7.631108283996582,7.631108283996582,7.901464939117432,7.080733299255371,0.8207316398620605,24.79379436496411,40.33267297776298,5813.66650390625,1.055449604988098,1.049055695533752,0.9664621949195862,1.015760112270774,363.9244579478241,246,0.1147322106919511,1.328634989221958,0.09403623994196578,1.088969155987266,0.4910193471978494,0.6309670612110128,0.3222143413528382,0.7760237290239527,0.5990853657195927,1.169184072559644,,,,Not found,,PM*,,,,0,0,0,0,0.0
Gaia DR3 4239437599419697536,4239437599419697536,4239437599419697536,HD 184768,,96402,294.0026489966224,0.08947751832969227,7.391422748565674,7.391422748565674,7.725271224975586,6.885647296905518,0.8396239280700684,25.12706369437776,39.79772615547404,5566.71240234375,0.9394131302833557,1.286250114440918,1.176655054092407,1.136018839479774,456.239886208393,232,0.1150153342315467,1.328870991300631,0.07816919708614603,0.9031559062543653,0.3962537170001011,0.7138886174605561,0.4096517812142641,0.9866087943959152,0.5830334121384579,0.5766457988756409,4.298299789428711,,,Not found,G,PM*,GAIA,G5V,G5V,0,0,0,0,0.0
Gaia DR3 6780206038286320000,6780206038286320000,6780206038286320000,HD 199918,,103735,315.3047233826467,-35.18439407900951,7.541462898254395,7.541462898254395,7.837862968444824,7.025925159454346,0.8119378089904785,23.55272386217883,42.45793420122455,5733.0,0.9468153715133667,1.301821708679199,1.175865173339844,1.135221195255402,453.9743853902732,265,0.1146165092840573,1.329003328237881,0.08417127233739619,0.9759841909090187,0.4560205675357381,0.7275104111649038,0.4029281747202362,0.9704156039808693,0.6209658492884541,0.582361581913573,,-4.78200433932,2.830562812839542,HD_number_match,F,SB*,GAIA,G3V,G3V,0,0,0,0,0.0
Gaia DR3 4513165073646443008,4513165073646443008,4513165073646443008,HD 178428,GJ 746,93966,286.9891376609706,16.85203418483441,5.910282135009766,5.910282135009766,6.255727767944336,5.3936448097229,0.8620829582214355,47.32894897825039,21.1287176577604,5531.220703125,0.9379829168319702,1.408113598823547,1.242195248603821,1.190319855148628,489.7126416852111,171,0.1125458199819731,1.330039896319296,0.04530627859052477,0.5354188906243401,0.1971468865814678,0.7427140544361538,0.4306471489853552,1.037174214673438,0.4897347276685111,0.489356473254259,4.272900104522705,-5.01767836414,1.149883694134701,HD_number_match,G,SB*,GAIA,G4.5V,G4.5V,0,0,0,0,0.0
Gaia DR3 6420712813144195840,6420712813144195840,6420712813144195840,HD 183505,,96345,293.8188505220945,-69.09420012224825,7.999976634979248,7.999976634979248,8.328594207763672,7.500580787658691,0.8280134201049805,22.30399599938666,44.83501521554697,5641.43994140625,1.002854347229004,0.9266871809959412,0.9660196304321289,0.961342553940522,343.7491099197889,252,0.1214372826530462,1.333570715832008,0.1025331471072636,1.125973831076268,0.5419101100478078,0.5987361897985324,0.3235503578269154,0.7792414023338924,0.6418226014029864,1.11244873396638,4.359499931335449,-4.76975732025,2.966216513578143,HD_number_match,G,PM*,GAIA,G3IV/V,G3IV,0,0,0,0,0.0
Gaia DR3 6189254689097655552,6189254689097655552,6189254689097655552,HD 117105,,65737,202.1261656442902,-27.39090264484544,7.055168151855469,7.055168151855469,7.347103118896484,6.586529731750488,0.7605733871459961,27.35950567134312,36.55036797859325,5812.63818359375,0.9717373251914978,1.497554898262024,1.239713191986084,1.213671738233113,495.3597083442343,249,0.1098341294640591,1.334038518436997,0.07169857199714225,0.870846404736289,0.3764722643913867,0.77404703689833,0.4181807130633953,1.007149945576105,0.5767130679874514,0.5100176628363761,4.204899787902832,-5.23952422269,0.4924813519103305,HD_number_match,G,PM*,GAIA,F9.5V,F9.5V,0,0,0,0,0.0
Gaia DR3 4507727026545686400,4507727026545686400,4507727026545686400,HD 176733,,93377,285.2750029420152,15.68369039717089,7.683373928070068,7.683373928070068,8.03225040435791,7.157366275787354,0.8748841285705566,26.40824290754281,37.86696462544189,5455.4755859375,0.9268787503242493,0.8942030668258667,1.001145839691162,0.9514531822793656,352.0569599735213,179,0.1272610541577903,1.336616093847433,0.09668233899415425,1.015449472312022,0.4306509877633196,0.5984818019506903,0.3496930462533392,0.8422036729584925,0.5668573934704604,0.9236998746858334,4.366499900817871,-4.9698894528,1.380331847682748,HD_number_match,G,SB*,GAIA,G5V,G5V,0,0,0,0,0.0
Gaia DR3 3906535027891367040,3906535027891367040,3906535027891367040,HD 106210,,59589,183.3047041618471,10.81903266716374,7.407042026519775,7.407042026519775,7.737016201019287,6.90133810043335,0.8356781005859375,27.32406978161504,36.59776921931478,5599.5263671875,0.9468913078308105,1.076443076133728,1.070320248603821,1.037869521637003,396.8325937594251,196,0.1205699336332478,1.33680007555153,0.08689604996094615,0.9634462145949946,0.4049644987136983,0.6564303659315348,0.3707045445341069,0.8928079420911523,0.5618959982148358,0.7722517570105891,4.301599979400635,,,Not found,G,PM*,GAIA,G3V,G3V,0,0,0,0,0.0
Gaia DR3 6128366415218881536,6128366415218881536,6128366415218881536,HD 108309,GJ 9406,60729,186.6962483313444,-48.91355266020673,6.090405941009521,6.090405941009521,6.417128562927246,5.59119987487793,0.8259286880493164,37.22107095867945,26.86650260843216,5633.693359375,0.9982519149780273,1.921243667602539,1.408031940460205,1.384646129099563,595.5680352326864,250,0.1018254818739976,1.338911720606777,0.04262702338238818,0.5605062718179307,0.2241614789461646,0.8445385746323718,0.468341478792651,1.127957555530649,0.5354666781802951,0.3576042174104258,4.070899963378906,-5.34854763874,0.3246466454445442,HD_number_match,G,PM*,GAIA,G2V,G2V,0,0,0,0,0.0
Gaia DR3 5850562123751996928,5850562123751996928,5850562123751996928,HD 118475,,66618,204.8380144067013,-67.67162751664532,6.834422588348389,6.834422588348389,7.131739616394043,6.366423606872559,0.7653160095214844,29.6324489646666,33.74678890672819,5920.24365234375,1.091868996620178,1.503651976585388,1.120921730995178,1.210899282619065,465.7147879446379,231,0.1042072241411675,1.340118186379436,0.07010626319499103,0.9015754815562272,0.3546010169665812,0.7436314467757926,0.3695230148784375,0.8899623361336545,0.5270853982467378,0.7752551645820677,4.310999870300293,-4.88529256996,1.907279469213081,HD_number_match,F,SB*,GAIA,F9VFe+0.3,F9V,0,0,0,0,0.0
Gaia DR3 5324296207519645696,5324296207519645696,5324296207519645696,HD  78747,,44811,136.9852831299629,-50.48303905080745,7.558607578277588,7.558607578277588,7.85718297958374,7.0849609375,0.7722220420837402,24.2739288686873,41.19646248489969,5747.3681640625,0.9329864978790283,1.238660573959351,1.165281653404236,1.106697563901901,440.1989622343966,251,0.1180681863736148,1.34181006082024,0.08768408067730464,0.9965036750397135,0.4623580621258354,0.7164447394148977,0.398358824546824,0.9594107426022608,0.6225734184443132,0.5896341547550413,4.31850004196167,-4.95610566443,1.455005372905313,HD_number_match,G,PM*,GAIA,G5VFe-1.6CH-1,G5V,0,0,0,0,0.0
Gaia DR3 4074041604315566208,4074041604315566208,4074041604315566208,HD 175345,,92929,284.0019129106271,-25.0455128226961,7.236456394195557,7.236456394195557,7.509037494659424,6.789830684661865,0.7192068099975586,27.04005166747047,36.9821778559326,5957.99951171875,1.110605478286743,1.26988160610199,1.013560056686401,1.111121568039855,405.8875440092343,242,0.1080030367166128,1.34184594053029,0.08358695138222953,1.038496831231182,0.4328340772187262,0.6840939503195643,0.3327972477414673,0.8015116897557261,0.5592666553932212,1.06662399634984,4.344900131225586,,,Not found,F,SB*,GAIA,G0V,G0V,0,0,0,0,0.0
Gaia DR3 5726261784439754624,5726261784439754624,5726261784439754624,HD  66221,,39298,120.5217631357347,-12.80560916271814,7.888969421386719,7.888969421386719,8.239219665527344,7.368261814117432,0.8709578514099121,22.3685722086897,44.70558025207894,5536.078125,0.9029435515403748,1.02725625038147,1.084506630897522,1.016480709258542,393.877954556039,231,0.1252637865295907,1.342181974313984,0.09713764493238476,1.040814745167875,0.4914584584184589,0.6517915164151562,0.3819318205544367,0.9198478080620367,0.6337599338170425,0.7078870469755892,4.308499813079834,-5.1011344875,0.8358276823644842,HD_number_match,G,PM*,GAIA,G6V,G6V,0,0,0,0,0.0
